Men's T20I Batting Rankings	97	Rohan Mustafa	UAE	381	385 v Afghanistan, 16/01/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/batting
Men's T20I Batting Rankings	98	Charles Amini	PNG	378	378 v Nepal, 04/04/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/batting
Men's T20I Batting Rankings	99	Aasif Sheikh	NEP	374	374 v Papua New Guinea, 04/04/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/batting
Men's T20I Batting Rankings	100	Kusal Mendis	SL	369	506 v New Zealand, 03/09/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/batting
Men's T20I Bowling Rankings	1 (0)	Tabraiz Shamsi	SA	784	821 v West Indies, 03/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	2 (0)	Adil Rashid	ENG	746	746 v West Indies, 30/01/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	3 (0)	Josh Hazlewood	AUS	737	806 v Sri Lanka, 13/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	4 (0)	Adam Zampa	AUS	719	743 v Sri Lanka, 11/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	5 (0)	Rashid Khan	AFG	714	816 v Bangladesh, 05/06/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	6 (0)	Wanindu Hasaranga	SL	687	797 v West Indies, 04/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	7 (0)	Anrich Nortje	SA	655	655 v England, 06/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	8 (0)	Mujeeb Ur Rahman	AFG	654	745 v Ireland, 08/03/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	9 (0)	Nasum Ahmed	BAN	637	637 v Afghanistan, 05/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	10 (0)	Shaheen Afridi	PAK	634	634 v Australia, 05/04/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	11 (0)	Tim Southee	NZ	633	669 v Bangladesh, 01/04/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	12 (0)	Ashton Agar	AUS	632	717 v England, 06/09/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	13 (0)	Mahedi Hasan	BAN	622	622 v Afghanistan, 05/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	14 (0)	Shadab Khan	PAK	621	769 v Scotland, 13/06/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	15 (0)	Mitchell Santner	NZ	600	731 v Pakistan, 22/01/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	16 (0)	Akeal Hosein	WI	598	610 v India, 18/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	17 (0)	Trent Boult	NZ	596	622 v Australia, 03/02/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
